#"Step","Time (ps)","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)"
3020000,6040.000000313011,-107.47711181640625,41.845458984375,-65.63165283203125,197.3667411723365
3030000,6060.000000317085,-119.08908081054688,59.994842529296875,-59.09423828125,282.96945103592293
3040000,6080.00000032116,-122.62384033203125,46.92118453979492,-75.70265579223633,221.30672023511698
3050000,6100.000000325234,-119.65829467773438,48.93938446044922,-70.71891021728516,230.82568719214188
3060000,6120.000000329309,-116.04452514648438,43.133460998535156,-72.91106414794922,203.44168374264302
3070000,6140.0000003333835,-109.55868530273438,81.269287109375,-28.289398193359375,383.311707972078
3080000,6160.000000337458,-121.21258544921875,60.25395965576172,-60.95862579345703,284.1915932724653
3090000,6180.0000003415325,-118.56600952148438,50.565338134765625,-68.00067138671875,238.49460003921672
3100000,6200.000000345607,-133.4403076171875,49.73826599121094,-83.70204162597656,234.5936622158615
3110000,6220.000000349682,-115.28472900390625,74.9499740600586,-40.334754943847656,353.5062702193912
3120000,6240.000000353756,-106.51483154296875,59.654541015625,-46.86029052734375,281.3643975271417
3130000,6260.000000357831,-122.87994384765625,53.688392639160156,-69.1915512084961,253.224683183151
3140000,6280.000000361905,-106.40631103515625,56.09022521972656,-50.31608581542969,264.55307772758505
3150000,6300.00000036598,-118.68051147460938,70.40528106689453,-48.275230407714844,332.07093966119436
3160000,6320.000000370054,-96.36553955078125,70.50467681884766,-25.860862731933594,332.53974598153343
3170000,6340.000000374129,-110.60470581054688,66.51224517822266,-44.09246063232422,313.70919085349175
3180000,6360.000000378203,-136.24957275390625,45.4691162109375,-90.78045654296875,214.45794856473904
3190000,6380.000000382278,-122.55825805664062,59.550987243652344,-63.00727081298828,280.8759796436629
3200000,6400.000000386352,-96.5172119140625,59.801673889160156,-36.715538024902344,282.058358986133
3210000,6420.000000390427,-110.35504150390625,65.40191650390625,-44.953125,308.472255773825
3220000,6440.0000003945015,-106.58837890625,47.07301330566406,-59.51536560058594,222.02283016587432
3230000,6460.000000398576,-122.02926635742188,60.82359313964844,-61.20567321777344,286.8783054535731
3240000,6480.000000402651,-108.95870971679688,90.70945739746094,-18.249252319335938,427.8368653270767
3250000,6500.000000406725,-106.51397705078125,83.77336883544922,-22.74060821533203,395.1223670471525
3260000,6520.0000004108,-89.7880859375,62.37773895263672,-27.41034698486328,294.2085320029022
3270000,6540.000000414874,-126.03521728515625,74.36119079589844,-51.67402648925781,350.72923689428194
3280000,6560.000000418949,-109.46209716796875,63.87649154663086,-45.58560562133789,301.27749294823826
3290000,6580.000000423023,-113.73611450195312,50.38739776611328,-63.348716735839844,237.65533309039364
3300000,6600.000000427098,-99.77688598632812,63.017478942871094,-36.75940704345703,297.22590593390214
3310000,6620.000000431172,-96.97567749023438,67.67449951171875,-29.301177978515625,319.19103657302855
3320000,6640.000000435247,-118.41238403320312,107.13816833496094,-11.274215698242188,505.3239145337165
3330000,6660.000000439321,-107.77197265625,62.435237884521484,-45.336734771728516,294.47972933428343
3340000,6680.000000443396,-118.28756713867188,66.76228332519531,-51.52528381347656,314.88851151180234
3350000,6700.0000004474705,-124.08358764648438,85.435302734375,-38.648284912109375,402.9609828882954
3360000,6720.000000451545,-123.79696655273438,91.4022445678711,-32.39472198486328,431.1044396223165
3370000,6740.00000045562,-126.8470458984375,69.41590881347656,-57.43113708496094,327.40450315403723
3380000,6760.000000459694,-101.34320068359375,58.93316650390625,-42.4100341796875,277.9619892372511
3390000,6780.000000463769,-94.73275756835938,63.42411804199219,-31.308639526367188,299.1438448399314
3400000,6800.000000467843,-127.15423583984375,71.75088500976562,-55.403350830078125,338.4175653538957
3410000,6820.000000471918,-87.77926635742188,86.4235610961914,-1.3557052612304688,407.6221656556023
3420000,6840.000000475992,-113.456787109375,61.28026580810547,-52.17652130126953,289.0322308386308
3430000,6860.000000480067,-130.62704467773438,66.04727935791016,-64.57976531982422,311.516150295713
3440000,6880.000000484141,-118.14300537109375,68.58317565917969,-49.55982971191406,323.4768648171963
3450000,6900.000000488216,-130.966552734375,89.72411346435547,-41.24243927001953,423.1894286462273
3460000,6920.00000049229,-91.24090576171875,53.42572021484375,-37.815185546875,251.9857721605111
3470000,6940.000000496365,-110.09317016601562,42.5732421875,-67.51992797851562,200.799376458626
3480000,6960.0000005004395,-104.91485595703125,61.069915771484375,-43.844940185546875,288.04010165087624
3490000,6980.000000504514,-114.15768432617188,58.36595916748047,-55.791725158691406,275.2867201333515
3500000,7000.0000005085885,-116.182373046875,69.6689682006836,-46.513404846191406,328.5980736820788
3510000,7020.000000512663,-102.93426513671875,79.12995910644531,-23.804306030273438,373.2214327908543
3520000,7040.000000516738,-142.96429443359375,62.025787353515625,-80.93850708007812,292.54853013281013
3530000,7060.000000520812,-67.92251586914062,84.7354507446289,16.81293487548828,399.6600869279778
3540000,7080.000000524887,-91.25686645507812,69.25929260253906,-21.997573852539062,326.66581293727955
3550000,7100.000000528961,-90.92510986328125,52.55035400390625,-38.374755859375,247.85705232857856
3560000,7120.000000533036,-122.34463500976562,63.935523986816406,-58.40911102294922,301.55592316804353
3570000,7140.00000053711,-115.29653930664062,66.4281234741211,-48.86841583251953,313.31242554123673
3580000,7160.000000541185,-92.9156494140625,74.8140869140625,-18.1015625,352.86534994217607
3590000,7180.000000545259,-125.6475830078125,50.933563232421875,-74.71401977539062,240.23135688945024
3600000,7200.000000549334,-106.8408203125,41.24101638793945,-65.59980392456055,194.51584962090735
3610000,7220.000000553408,-131.28646850585938,52.40038299560547,-78.8860855102539,247.1497046283249
3620000,7240.000000557483,-128.64031982421875,80.90351867675781,-47.73680114746094,381.58653813713073
3630000,7260.0000005615575,-108.73184204101562,62.09099578857422,-46.640846252441406,292.8560898211689
3640000,7280.000000565632,-113.14849853515625,57.477725982666016,-55.670772552490234,271.0973124092442
3650000,7300.000000569707,-112.10174560546875,53.86962127685547,-58.23212432861328,254.07945945988826
3660000,7320.000000573781,-113.32754516601562,83.44339752197266,-29.88414764404297,393.5660365778048
3670000,7340.000000577856,-122.09716796875,72.6800537109375,-49.4171142578125,342.8000480175009
3680000,7360.00000058193,-116.19085693359375,78.9654312133789,-37.225425720214844,372.44542662735176
3690000,7380.000000586005,-128.20797729492188,69.88912963867188,-58.31884765625,329.63647896193925
3700000,7400.000000590079,-109.6658935546875,72.54740142822266,-37.118492126464844,342.1743851765634
3710000,7420.000000594154,-122.1025390625,83.5562515258789,-38.546287536621094,394.0983195905815
3720000,7440.000000598228,-103.57223510742188,57.443702697753906,-46.12853240966797,270.93683944443364
3730000,7460.000000602303,-114.07992553710938,73.77021789550781,-40.30970764160156,347.9418760120697
3740000,7480.000000606377,-113.84988403320312,83.48980712890625,-30.360076904296875,393.78493041006016
3750000,7500.000000610452,-127.821533203125,69.08605194091797,-58.73548126220703,325.8487124524823
3760000,7520.0000006145265,-124.39035034179688,58.72504425048828,-65.6653060913086,276.980367529197
3770000,7540.000000618601,-106.87667846679688,63.55799102783203,-43.318687438964844,299.77526520399255
3780000,7560.0000006226755,-124.26119995117188,54.4754638671875,-69.78573608398438,256.93695417064976
3790000,7580.00000062675,-114.07861328125,63.57804489135742,-50.50056838989258,299.8698505135575
3800000,7600.000000630825,-117.70916748046875,73.81729888916016,-43.891868591308594,348.163936482043
3810000,7620.000000634899,-107.38961791992188,51.57884216308594,-55.81077575683594,243.2748555816235
3820000,7640.000000638974,-105.85675048828125,55.573150634765625,-50.283599853515625,262.1142629014678
3830000,7660.000000643048,-108.17800903320312,67.3365249633789,-40.84148406982422,317.59695834270167
3840000,7680.000000647123,-114.93658447265625,61.571083068847656,-53.365501403808594,290.40388875378915
3850000,7700.000000651197,-132.45556640625,41.812068939208984,-90.64349746704102,197.20925492264632
3860000,7720.000000655272,-110.93124389648438,61.53343200683594,-49.39781188964844,290.2263051499457
3870000,7740.000000659346,-114.50506591796875,76.93836212158203,-37.56670379638672,362.8846276663819
3880000,7760.000000663421,-101.333740234375,64.87568664550781,-36.45805358886719,305.99025952428065
3890000,7780.000000667495,-123.11993408203125,46.24488067626953,-76.87505340576172,218.1168904943055
3900000,7800.00000067157,-133.09738159179688,58.25498962402344,-74.84239196777344,274.7633252968968
3910000,7820.0000006756445,-104.478271484375,54.58434295654297,-49.89392852783203,257.4504892487552
3920000,7840.000000679719,-115.2593994140625,74.37272644042969,-40.88667297363281,350.78364548779996
3930000,7860.000000683794,-118.63961791992188,57.29095458984375,-61.348663330078125,270.21639337907385
3940000,7880.000000687868,-117.3153076171875,74.59968566894531,-42.71562194824219,351.854112974555
3950000,7900.000000691943,-110.93521118164062,55.3354377746582,-55.59977340698242,260.9930752344457
3960000,7920.000000696017,-107.62237548828125,51.014320373535156,-56.608055114746094,240.61225302859583
3970000,7940.000000700092,-107.71124267578125,61.220218658447266,-46.491024017333984,288.74901467772906
3980000,7960.000000704166,-133.22918701171875,83.42878723144531,-49.80039978027344,393.49712622291923
3990000,7980.000000708241,-127.86172485351562,54.98054885864258,-72.88117599487305,259.3192193243375
4000000,8000.000000712315,-105.87197875976562,51.319358825683594,-54.55261993408203,242.05098608814407
4010000,8020.00000071639,-82.44558715820312,66.41606140136719,-16.029525756835938,313.2555340158717
4020000,8040.000000720464,-122.0728759765625,83.61477661132812,-38.458099365234375,394.3743568398385
4030000,8060.000000724539,-120.15985107421875,76.0015869140625,-44.15826416015625,358.46626843681287
4040000,8080.0000007286135,-89.91592407226562,47.31739807128906,-42.59852600097656,223.17548629521878
4050000,8100.000000732688,-116.91024780273438,85.56214141845703,-31.348106384277344,403.55922552535685
4060000,8120.000000736763,-136.8861083984375,62.643310546875,-74.2427978515625,295.4611171429606
4070000,8140.000000740837,-109.68988037109375,66.64511108398438,-43.044769287109375,314.3358612609759
4080000,8160.000000744912,-133.7427978515625,43.228763580322266,-90.51403427124023,203.89118436825822
4090000,8180.000000748986,-109.31158447265625,64.24121856689453,-45.07036590576172,302.99775089627076
4100000,8200.00000075306,-102.7938232421875,62.631492614746094,-40.162330627441406,295.4053771222203
4110000,8220.000000757134,-115.935302734375,49.8975944519043,-66.0377082824707,235.34514492930944
4120000,8240.000000761209,-103.768798828125,79.28397369384766,-24.484825134277344,373.9478522864548
4130000,8260.000000765283,-104.07901000976562,60.14720916748047,-43.931800842285156,283.6880978753066
4140000,8280.000000769358,-84.04373168945312,63.940425872802734,-20.10330581665039,301.57904322183674
4150000,8300.000000773432,-134.93359375,61.354576110839844,-73.57901763916016,289.3827200587799
4160000,8320.000000777507,-98.19149780273438,55.186134338378906,-43.00536346435547,260.28887617965034
4170000,8340.000000781582,-133.6761474609375,48.95631408691406,-84.71983337402344,230.9055368409623
4180000,8360.000000785656,-109.47079467773438,51.675315856933594,-57.79547882080078,243.72987983098542
4190000,8380.00000078973,-136.0267333984375,76.68783569335938,-59.338897705078125,361.7030039988219
4200000,8400.000000793805,-118.60302734375,55.67620849609375,-62.92681884765625,262.6003417911776
4210000,8420.00000079788,-104.02206420898438,73.30319213867188,-30.7188720703125,345.7391196340199
4220000,8440.000000801954,-119.52142333984375,54.11225509643555,-65.4091682434082,255.2238571420023
4230000,8460.000000806029,-120.48623657226562,65.249755859375,-55.236480712890625,307.7545805164684
4240000,8480.000000810103,-108.29364013671875,66.72378540039062,-41.569854736328125,314.7069336262918
4250000,8500.000000814178,-108.88949584960938,71.59184265136719,-37.29765319824219,337.66743205992987
4260000,8520.000000818252,-131.74227905273438,56.42302703857422,-75.31925201416016,266.12275845367566
4270000,8540.000000822327,-89.67977905273438,49.1137809753418,-40.56599807739258,231.64823933164678
4280000,8560.000000826401,-116.84347534179688,52.46467590332031,-64.37879943847656,247.45294617434095
4290000,8580.000000830476,-98.6575927734375,71.04145050048828,-27.61614227294922,335.07147283705785
4300000,8600.00000083455,-119.05459594726562,57.90603256225586,-61.148563385009766,273.1174473507174
4310000,8620.000000838625,-103.67559814453125,76.84327697753906,-26.832321166992188,362.4361525995731
4320000,8640.0000008427,-94.2017822265625,44.76082992553711,-49.44095230102539,211.11727171808926
4330000,8660.000000846774,-79.41616821289062,56.24192428588867,-23.174243927001953,265.26857592151055
4340000,8680.000000850849,-92.79800415039062,71.6938705444336,-21.10413360595703,338.14865303950415
4350000,8700.000000854923,-124.23919677734375,72.2455062866211,-51.993690490722656,340.75047773905834
4360000,8720.000000858998,-117.8773193359375,51.500396728515625,-66.37692260742188,242.90486275189326
4370000,8740.000000863072,-107.331787109375,74.04585266113281,-33.28593444824219,349.2419247333783
4380000,8760.000000867147,-110.75439453125,84.52074432373047,-26.23365020751953,398.6474105795758
4390000,8780.000000871221,-111.84381103515625,49.85137176513672,-61.99243927001953,235.12713271778244
4400000,8800.000000875296,-119.63400268554688,57.11243438720703,-62.521568298339844,269.37439160676706
4410000,8820.00000087937,-108.59707641601562,63.802764892578125,-44.7943115234375,300.9297565438327
4420000,8840.000000883445,-107.84555053710938,72.92125701904297,-34.924293518066406,343.93769860220453
4430000,8860.00000088752,-95.31549072265625,75.35276794433594,-19.962722778320312,355.4060729275811
4440000,8880.000000891594,-109.6497802734375,56.729400634765625,-52.920379638671875,267.5677888041404
4450000,8900.000000895669,-91.5181884765625,59.31051254272461,-32.20767593383789,279.7417655805737
4460000,8920.000000899743,-133.95562744140625,57.71160888671875,-76.2440185546875,272.20043584746594
4470000,8940.000000903818,-90.32217407226562,72.69638061523438,-17.62579345703125,342.87705488927907
4480000,8960.000000907892,-112.278564453125,68.79891967773438,-43.479644775390625,324.49443506025335
4490000,8980.000000911967,-109.89715576171875,72.57119750976562,-37.325958251953125,342.28662089295403
4500000,9000.000000916041,-76.87002563476562,83.86092376708984,6.990898132324219,395.53532539319264
4510000,9020.000000920116,-103.36541748046875,56.685585021972656,-46.679832458496094,267.3611297085227
4520000,9040.00000092419,-117.66094970703125,50.160884857177734,-67.50006484985352,236.58697069803065
4530000,9060.000000928265,-99.84371948242188,70.8126220703125,-29.031097412109375,333.99218914301974
4540000,9080.00000093234,-128.20700073242188,66.48155975341797,-61.725440979003906,313.5644611159722
4550000,9100.000000936414,-124.37310791015625,69.31634521484375,-55.0567626953125,326.9349051742687
4560000,9120.000000940488,-113.87445068359375,73.81298065185547,-40.06147003173828,348.1435692439933
4570000,9140.000000944563,-113.18148803710938,64.54212188720703,-48.639366149902344,304.41698034623784
4580000,9160.000000948638,-112.22952270507812,62.015071868896484,-50.21445083618164,292.49798987514083
4590000,9180.000000952712,-98.49240112304688,82.11711120605469,-16.375289916992188,387.31052368853443
4600000,9200.000000956787,-132.15890502929688,60.17959976196289,-71.97930526733398,283.8408701529393
4610000,9220.000000960861,-101.5916748046875,61.69590759277344,-39.89576721191406,290.99263147769665
4620000,9240.000000964936,-105.73687744140625,68.8858413696289,-36.851036071777344,324.9044066911731
4630000,9260.00000096901,-104.2998046875,66.48858642578125,-37.81121826171875,313.59760285845243
4640000,9280.000000973085,-107.76235961914062,61.62104415893555,-46.14131546020508,290.6395333798822
4650000,9300.00000097716,-116.27932739257812,64.1851806640625,-52.094146728515625,302.73344460037805
4660000,9320.000000981234,-132.99655151367188,86.21866607666016,-46.77788543701172,406.6557653993063
4670000,9340.000000985308,-110.70071411132812,53.11214828491211,-57.588565826416016,250.506790415877
4680000,9360.000000989383,-129.62677001953125,42.894676208496094,-86.73209381103516,202.3154402506281
4690000,9380.000000993457,-101.92959594726562,52.075443267822266,-49.85415267944336,245.61710594960226
4700000,9400.000000997532,-113.7432861328125,87.64583587646484,-26.097450256347656,413.3871015902226
4710000,9420.000001001607,-104.16168212890625,59.65524673461914,-44.50643539428711,281.3677260951975
4720000,9440.000001005681,-134.06732177734375,55.15731430053711,-78.91000747680664,260.1529446571541
4730000,9460.000001009756,-106.94073486328125,50.62675476074219,-56.31398010253906,238.78427542137277
4740000,9480.00000101383,-118.25091552734375,71.39002990722656,-46.86088562011719,336.7155695495209
4750000,9500.000001017905,-115.53265380859375,64.12236785888672,-51.41028594970703,302.43718405114936
4760000,9520.00000102198,-87.69973754882812,51.496002197265625,-36.2037353515625,242.8841356686483
4770000,9540.000001026054,-112.56814575195312,72.05934143066406,-40.50880432128906,339.87241947819007
4780000,9560.000001030128,-127.4400634765625,68.80457305908203,-58.63549041748047,324.5210995892195
4790000,9580.000001034203,-105.91717529296875,62.95800018310547,-42.95917510986328,296.9453706197048
4800000,9600.000001038277,-98.66204833984375,60.36056137084961,-38.30148696899414,284.6943869714933
4810000,9620.000001042352,-70.88912963867188,77.97161865234375,7.082489013671875,367.75804712983245
4820000,9640.000001046426,-107.7139892578125,47.97475814819336,-59.73923110961914,226.27596647405593
4830000,9660.000001050501,-110.87356567382812,53.626068115234375,-57.24749755859375,252.93072564317177
4840000,9680.000001054575,-125.4146728515625,54.871376037597656,-70.54329681396484,258.8042988422304
4850000,9700.00000105865,-119.51821899414062,64.74041748046875,-54.777801513671875,305.35225399314686
4860000,9720.000001062725,-119.70413208007812,66.12576293945312,-53.578369140625,311.8863230480409
4870000,9740.000001066799,-131.88345336914062,61.87739562988281,-70.00605773925781,291.8486312280977
4880000,9760.000001070874,-100.46929931640625,59.802799224853516,-40.666500091552734,282.06366670276253
4890000,9780.000001074948,-110.81402587890625,56.85503005981445,-53.9589958190918,268.1603278948575
4900000,9800.000001079023,-105.38540649414062,62.26263427734375,-43.122772216796875,293.6656335568664
4910000,9820.000001083097,-109.0025634765625,90.99586486816406,-18.006698608398438,429.187724189951
4920000,9840.000001087172,-119.8206787109375,49.789512634277344,-70.03116607666016,234.83537023349407
4930000,9860.000001091246,-114.48809814453125,51.031707763671875,-63.456390380859375,240.69426174858756
4940000,9880.00000109532,-114.96316528320312,92.96199035644531,-22.001174926757812,438.4610788089751
4950000,9900.000001099395,-109.22323608398438,76.28912353515625,-32.934112548828125,359.8224530085765
4960000,9920.00000110347,-118.0615234375,60.35002517700195,-57.71149826049805,284.64469235003276
4970000,9940.000001107544,-127.5169677734375,32.0559196472168,-95.4610481262207,151.19376270710416
4980000,9960.000001111619,-100.07046508789062,51.47856903076172,-48.591896057128906,242.80191104153943
4990000,9980.000001115694,-120.75628662109375,42.370506286621094,-78.38578033447266,199.84315982135485
5000000,10000.000001119768,-101.69064331054688,57.31463623046875,-44.376007080078125,270.32808932767165
5010000,10020.000001123843,-116.69281005859375,77.87834930419922,-38.81446075439453,367.31813637867
5020000,10040.000001127917,-109.57333374023438,64.5376205444336,-45.03571319580078,304.39574947971954
5030000,10060.000001131992,-119.69598388671875,76.11934661865234,-43.576637268066406,359.0216894956425
5040000,10080.000001136066,-109.35821533203125,63.550132751464844,-45.808082580566406,299.7382011488844
5050000,10100.00000114014,-104.82589721679688,40.04454803466797,-64.7813491821289,188.8726313235719
5060000,10120.000001144215,-121.07095336914062,54.68360137939453,-66.3873519897461,257.9186478477429
5070000,10140.00000114829,-121.78546142578125,72.91524505615234,-48.870216369628906,343.9093428008208
5080000,10160.000001152364,-101.175537109375,52.12371063232422,-49.05182647705078,245.84476201236131
5090000,10180.000001156439,-128.93212890625,89.77574920654297,-39.15637969970703,423.4329718743556
5100000,10200.000001160513,-109.08993530273438,71.6001968383789,-37.48973846435547,337.706835108807
5110000,10220.000001164588,-132.6904296875,56.15357208251953,-76.53685760498047,264.8518571931803
5120000,10240.000001168662,-123.13388061523438,66.6998291015625,-56.434051513671875,314.59394223499123
5130000,10260.000001172737,-96.38534545898438,55.00627899169922,-41.379066467285156,259.4405771164271
5140000,10280.000001176812,-111.00076293945312,57.77408218383789,-53.226680755615234,272.4950950855758
5150000,10300.000001180886,-127.12152099609375,73.91419982910156,-53.20732116699219,348.6209758644982
5160000,10320.00000118496,-120.12225341796875,60.73109436035156,-59.39115905761719,286.4420291388824
5170000,10340.000001189035,-92.33740234375,67.50116729736328,-24.83623504638672,318.37350427399707
5180000,10360.00000119311,-116.8179931640625,62.334861755371094,-54.483131408691406,294.0062990031858
5190000,10380.000001197184,-134.31463623046875,40.12083435058594,-94.19380187988281,189.2324405342773
5200000,10400.000001201259,-97.23812866210938,72.37443542480469,-24.863693237304688,341.358580134469
5210000,10420.000001205333,-112.22036743164062,67.35111999511719,-44.86924743652344,317.66579672854823
5220000,10440.000001209408,-97.14633178710938,74.62934112548828,-22.516990661621094,351.99398480193895
5230000,10460.000001213482,-113.82843017578125,63.54597473144531,-50.28245544433594,299.71858958574467
5240000,10480.000001217557,-108.13531494140625,77.55078125,-30.58453369140625,365.77314103297186
5250000,10500.000001221631,-124.0667724609375,55.47172546386719,-68.59504699707031,261.63588469893574
5260000,10520.000001225706,-102.57559204101562,54.02134323120117,-48.55424880981445,254.79506560737224
5270000,10540.00000122978,-94.56011962890625,81.0849838256836,-13.475135803222656,382.4424299339732
5280000,10560.000001233855,-98.41448974609375,69.66888427734375,-28.74560546875,328.597677852364
5290000,10580.00000123793,-123.19879150390625,59.10377883911133,-64.09501266479492,278.7666930550728
5300000,10600.000001242004,-108.51272583007812,58.47599411010742,-50.0367317199707,275.80570686616454
5310000,10620.000001246079,-109.76815795898438,70.54525756835938,-39.222900390625,332.73114764087353
5320000,10640.000001250153,-109.0487060546875,50.60265350341797,-58.44605255126953,238.67060032420122
5330000,10660.000001254228,-116.2969970703125,83.05757141113281,-33.23942565917969,391.74626344103285
5340000,10680.000001258302,-114.29541015625,39.218017578125,-75.077392578125,184.97424840110278
5350000,10700.000001262377,-122.33151245117188,58.16315460205078,-64.1683578491211,274.3301796354046
5360000,10720.000001266451,-113.02740478515625,47.70980453491211,-65.31760025024414,225.02629608007885
5370000,10740.000001270526,-96.56680297851562,65.97327423095703,-30.593528747558594,311.1671004563448
5380000,10760.0000012746,-125.77041625976562,68.42005920410156,-57.35035705566406,322.7075157898054
5390000,10780.000001278675,-113.00177001953125,98.6387939453125,-14.36297607421875,465.23608025007536
5400000,10800.00000128275,-106.63677978515625,45.99322509765625,-60.6435546875,216.9299411178561
5410000,10820.000001286824,-125.70028686523438,68.6527328491211,-57.04755401611328,323.8049356816829
5420000,10840.000001290899,-112.974609375,75.21475982666016,-37.759849548339844,354.7551489539387
5430000,10860.000001294973,-134.94085693359375,72.21420288085938,-62.726654052734375,340.6028332554576
5440000,10880.000001299048,-112.82595825195312,53.02626419067383,-59.7996940612793,250.1017126796123
5450000,10900.000001303122,-120.7633056640625,77.02757263183594,-43.73573303222656,363.30539465315843
5460000,10920.000001307197,-104.94976806640625,81.32878112792969,-23.620986938476562,383.5923152553144
5470000,10940.000001311271,-107.164794921875,70.96614837646484,-36.198646545410156,334.7163056293708
5480000,10960.000001315346,-110.4931640625,77.33213806152344,-33.16102600097656,364.7418966724963
5490000,10980.00000131942,-106.29751586914062,57.448944091796875,-48.84857177734375,270.9615608093456
5500000,11000.000001323495,-129.104248046875,63.38245391845703,-65.72179412841797,298.94733337881905
5510000,11020.00000132757,-108.15145874023438,49.354366302490234,-58.79709243774414,232.78297517026903
5520000,11040.000001331644,-108.3687744140625,53.582481384277344,-54.786293029785156,252.72514608313972
5530000,11060.000001335718,-111.39883422851562,64.80228424072266,-46.59654998779297,305.64405246195474
5540000,11080.000001339793,-120.7584228515625,100.39639282226562,-20.362030029296875,473.52590598151073
5550000,11100.000001343868,-117.06558227539062,52.204227447509766,-64.86135482788086,246.22452463914192
5560000,11120.000001347942,-87.24404907226562,76.36775207519531,-10.876296997070312,360.1933094667753
5570000,11140.000001352017,-100.90570068359375,73.5188217163086,-27.386878967285156,346.75615010928414
5580000,11160.000001356091,-102.59988403320312,53.36246109008789,-49.237422943115234,251.68740651689038
5590000,11180.000001360166,-108.45367431640625,72.52842712402344,-35.92524719238281,342.08489167651095
5600000,11200.00000136424,-129.32522583007812,43.103431701660156,-86.22179412841797,203.3000486738025
5610000,11220.000001368315,-100.29141235351562,66.52705383300781,-33.76435852050781,313.77903680588486
5620000,11240.00000137239,-119.5098876953125,54.68854522705078,-64.82134246826172,257.94196581639346
5630000,11260.000001376464,-128.90728759765625,52.58439636230469,-76.32289123535156,248.0176152546879
5640000,11280.000001380538,-111.493408203125,50.08660888671875,-61.40679931640625,236.23664340821944
5650000,11300.000001384613,-126.17343139648438,71.03475952148438,-55.138671875,335.03991441343663
5660000,11320.000001388687,-126.86083984375,80.8883056640625,-45.9725341796875,381.51478500520284
5670000,11340.000001392762,-120.53494262695312,54.415252685546875,-66.11968994140625,256.6529643425783
5680000,11360.000001396837,-107.48434448242188,72.74238586425781,-34.74195861816406,343.0940415419997
5690000,11380.000001400911,-123.3209228515625,46.98906707763672,-76.33185577392578,221.62689249756838
5700000,11400.000001404986,-95.24642944335938,63.28730010986328,-31.959129333496094,298.49853445133454
5710000,11420.00000140906,-104.16018676757812,61.457855224609375,-42.70233154296875,289.8698424995559
5720000,11440.000001413135,-104.00405883789062,45.527305603027344,-58.47675323486328,214.73240249513708
5730000,11460.00000141721,-141.5335693359375,53.81413269042969,-87.71943664550781,253.81774404940117
5740000,11480.000001421284,-96.7061767578125,66.28870391845703,-30.41747283935547,312.65484443148273
5750000,11500.000001425358,-116.84646606445312,66.46025848388672,-50.386207580566406,313.46399233746547
5760000,11520.000001429433,-111.97848510742188,48.12945556640625,-63.849029541015625,227.00560658415372
5770000,11540.000001433507,-111.25067138671875,40.72105407714844,-70.52961730957031,192.06341465415076
5780000,11560.000001437582,-121.81207275390625,66.60012817382812,-55.211944580078125,314.1236965338713
5790000,11580.000001441656,-134.5633544921875,70.95011901855469,-63.61323547363281,334.64070215385414
5800000,11600.000001445731,-129.97396850585938,94.78631591796875,-35.187652587890625,447.06562514815425
5810000,11620.000001449805,-108.70343017578125,61.61216354370117,-47.09126663208008,290.597647399158
5820000,11640.00000145388,-109.19302368164062,62.45909118652344,-46.73393249511719,294.5922349345705
5830000,11660.000001457955,-109.30889892578125,76.16757202148438,-33.141326904296875,359.2491476435442
5840000,11680.00000146203,-115.40499877929688,55.755062103271484,-59.64993667602539,262.9722597927023
5850000,11700.000001466104,-116.83029174804688,60.3372802734375,-56.493011474609375,284.58458021017043
5860000,11720.000001470178,-112.36276245117188,82.39109802246094,-29.971664428710938,388.60279975362613
5870000,11740.000001474253,-114.91043090820312,49.23359298706055,-65.67683792114258,232.21334022622798
5880000,11760.000001478327,-129.94436645507812,76.16796875,-53.776397705078125,359.25101883855933
5890000,11780.000001482402,-126.41348266601562,67.1209487915039,-59.29253387451172,316.5801797590742
5900000,11800.000001486476,-115.94757080078125,54.692047119140625,-61.255523681640625,257.95848271085424
5910000,11820.00000149055,-114.88873291015625,33.627288818359375,-81.26144409179688,158.6052243092553
5920000,11840.000001494625,-96.8035888671875,52.5048942565918,-44.2986946105957,247.6426385690038
5930000,11860.0000014987,-84.56234741210938,60.83198928833008,-23.730358123779297,286.91790641730756
5940000,11880.000001502774,-110.93353271484375,64.39593505859375,-46.53759765625,303.7274809676673
5950000,11900.000001506849,-119.3934326171875,61.850242614746094,-57.543190002441406,291.7205623231171
5960000,11920.000001510924,-121.501953125,61.004966735839844,-60.496986389160156,287.7337654361812
5970000,11940.000001514998,-105.18569946289062,70.78932189941406,-34.39637756347656,333.8822924203981
5980000,11960.000001519073,-110.24169921875,42.901817321777344,-67.33988189697266,202.34912176090114
5990000,11980.000001523147,-129.25143432617188,85.42255401611328,-43.828880310058594,402.9008527561733
6000000,12000.000001527222,-108.41656494140625,83.6425552368164,-24.774009704589844,394.5053764754199
6010000,12020.000001531296,-126.82577514648438,56.79233932495117,-70.0334358215332,267.86464309794115
6020000,12040.00000153537,-114.47763061523438,79.32585906982422,-35.151771545410156,374.14540729863324
6030000,12060.000001539445,-111.05181884765625,58.93695068359375,-52.1148681640625,277.97983755893426
6040000,12080.00000154352,-109.8388671875,60.068538665771484,-49.770328521728516,283.3170435022504
6050000,12100.000001547594,-122.96725463867188,60.81157684326172,-62.155677795410156,286.82162983532515
